"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",22,19,12,3,5,11,2,16,8,15,11,23,22,3,20,14,3,10
"2",10,16,15,16,1,1,15,15,14,1,14,1,1,1,14,24,11,17
"3",12,24,16,10,8,24,9,1,17,24,23,15,13,10,24,7,12,23
"4",11,4,6,2,4,12,23,7,2,7,21,22,5,12,12,6,19,13
"5",7,9,18,8,18,6,8,6,6,6,4,11,19,4,6,5,7,20
"6",4,7,5,21,10,22,5,8,7,10,17,5,10,8,18,19,6,5
"7",15,23,9,14,21,3,10,24,5,8,24,17,14,11,4,20,14,3
"8",9,17,13,1,23,23,24,13,11,12,10,2,17,24,15,1,13,1
"9",6,21,4,7,6,17,21,21,21,9,6,13,11,15,7,18,4,21
"10",2,10,7,19,15,2,19,18,12,18,19,20,20,21,19,8,8,18
"11",1,11,10,11,13,20,12,14,15,17,1,21,3,2,1,11,24,2
"12",8,1,14,24,24,13,1,11,24,13,12,24,15,14,11,23,16,24
"13",14,6,3,13,3,5,7,20,22,22,7,7,18,9,13,2,17,7
"14",17,14,2,17,20,18,18,4,18,3,8,16,21,5,21,15,20,14
"15",21,8,21,6,14,19,20,19,9,19,18,6,16,7,10,21,21,19
"16",5,18,24,18,2,14,14,5,3,21,13,12,23,19,5,16,18,8
"17",19,12,20,20,7,21,4,22,10,4,9,18,7,22,8,3,15,15
"18",3,15,23,5,17,8,6,17,20,5,20,9,8,16,22,12,22,9
"19",18,20,19,22,16,9,22,9,23,16,16,14,6,6,9,4,5,6
"20",16,13,1,4,19,10,3,2,13,20,15,8,4,23,3,17,9,16
"21",23,22,8,23,12,7,11,10,4,14,2,4,9,17,16,10,23,22
"22",13,3,17,15,22,15,16,23,1,23,5,10,2,13,23,13,1,12
"23",20,5,22,9,9,4,17,3,16,11,3,19,12,20,17,22,10,4
"24",24,2,11,12,11,16,13,12,19,2,22,3,24,18,2,9,2,11
