"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",4,2,4,4,3,1,3,1,2,2,2,4,1,2
"2",2,3,4,2,1,3,3,3,4,4,4,2,4,1
"3",3,2,2,3,4,4,2,1,3,3,4,4,1,1
"4",3,1,4,1,4,3,4,4,2,3,3,3,4,2
"5",4,1,2,4,4,3,3,3,3,3,1,1,4,3
"6",4,3,2,4,3,3,1,2,1,4,3,2,4,1
"7",3,4,1,3,4,2,1,3,2,1,3,1,1,2
"8",1,2,2,4,1,3,3,3,2,4,4,1,1,2
"9",3,1,1,2,3,1,3,1,2,3,1,2,3,1
"10",1,4,2,3,4,2,3,3,4,2,1,4,2,2
"11",2,4,2,1,1,1,2,1,2,1,4,3,3,2
"12",3,4,3,3,1,4,3,2,1,2,1,3,4,1
"13",1,4,1,4,3,3,4,1,3,4,2,3,3,2
"14",3,2,2,4,3,2,4,2,4,1,4,2,4,4
"15",1,1,1,1,1,3,3,2,3,2,2,4,4,3
"16",3,2,3,1,2,4,3,1,4,4,3,4,3,4
"17",4,1,1,1,2,2,1,2,4,4,4,2,2,2
"18",2,3,4,4,2,4,4,3,2,1,2,4,4,3
"19",4,4,3,2,4,4,2,2,2,4,2,1,2,4
"20",3,3,2,2,1,2,4,2,1,4,1,4,1,3
"21",3,4,3,3,2,1,3,4,1,4,4,1,3,3
"22",3,2,1,2,1,4,4,4,3,1,1,2,2,2
"23",2,1,4,3,1,2,1,1,3,4,1,3,2,3
"24",2,4,1,1,3,4,3,3,1,2,3,1,3,4
"25",2,1,1,4,2,2,4,4,1,2,3,3,1,1
"26",1,2,4,3,3,2,4,4,2,4,1,1,3,4
"27",1,4,2,2,1,2,1,4,2,3,2,2,4,4
"28",4,2,1,3,1,4,1,3,2,3,4,3,3,4
"29",4,3,1,2,4,2,4,2,2,1,4,4,3,3
"30",1,3,3,1,3,2,3,4,3,1,4,3,1,4
"31",2,3,4,4,4,1,3,1,1,3,3,2,2,4
"32",2,2,3,1,4,1,4,2,4,3,2,1,2,1
"33",4,4,4,1,3,3,2,4,3,2,1,2,1,2
"34",4,3,3,3,1,3,4,1,3,1,3,1,2,1
"35",4,1,2,3,2,3,2,4,1,1,2,4,2,4
"36",1,1,4,3,4,4,2,2,4,1,3,3,3,2
"37",2,1,2,2,3,4,1,4,4,2,2,1,3,1
"38",4,2,4,1,2,2,2,2,1,1,2,1,4,2
"39",4,3,3,4,1,2,2,4,4,3,2,4,3,1
"40",1,3,3,1,3,4,2,3,1,4,1,3,2,1
"41",2,2,2,1,4,3,1,1,1,1,2,2,1,3
"42",2,2,1,2,4,1,2,4,3,4,3,4,2,3
"43",2,1,3,3,3,1,1,3,1,3,4,4,4,2
"44",3,3,3,2,4,1,1,1,3,2,1,3,4,4
"45",1,4,4,2,2,3,1,2,2,3,3,4,1,1
"46",3,4,4,4,3,3,1,4,4,2,4,3,2,3
"47",3,1,4,2,1,1,2,3,3,2,3,1,1,4
"48",4,4,2,1,2,1,4,3,4,3,2,3,1,3
"49",2,3,1,4,2,4,2,2,4,3,1,2,1,4
"50",1,1,3,2,2,4,4,1,1,2,4,2,2,3
"51",1,2,3,4,2,1,1,3,3,1,1,2,3,1
"52",1,3,1,3,2,1,2,1,4,2,3,1,4,3
