"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",6,6,18,22,19,17,14,8,10,14,18,17,6,22
"2",16,25,25,9,1,25,3,12,1,13,17,14,25,25
"3",22,4,5,23,12,12,12,10,2,24,9,6,20,17
"4",1,13,10,24,3,15,1,20,18,7,2,3,10,23
"5",17,8,6,13,23,8,2,9,22,10,8,15,5,8
"6",5,21,19,17,11,22,5,6,19,19,7,10,16,10
"7",21,19,16,6,16,16,7,16,8,11,12,5,8,3
"8",11,18,2,11,18,3,23,7,7,16,1,8,13,24
"9",13,9,14,20,6,4,8,18,9,17,4,20,23,4
"10",8,16,22,3,21,10,11,15,16,4,5,13,21,18
"11",15,11,15,4,9,1,10,1,24,21,15,2,4,20
"12",7,5,1,7,13,24,13,22,25,1,10,21,12,1
"13",3,10,24,14,24,9,19,21,3,20,16,4,15,6
"14",4,23,9,8,4,7,18,14,12,23,11,19,7,15
"15",12,17,23,25,14,13,25,11,20,25,25,25,1,2
"16",2,2,12,5,17,6,4,3,6,8,23,24,19,11
"17",24,1,13,1,25,23,24,25,11,18,3,12,2,13
"18",23,22,17,19,15,5,21,23,23,9,14,18,18,21
"19",20,3,20,16,2,2,15,13,15,2,24,9,11,9
"20",18,12,21,12,7,19,20,4,4,6,6,23,9,16
"21",10,7,11,10,10,18,22,17,21,12,21,7,22,14
"22",9,20,4,18,8,11,9,24,5,5,20,11,3,12
"23",19,15,7,15,20,21,6,19,14,22,22,22,14,19
"24",25,14,3,2,5,14,16,5,17,15,19,16,17,5
"25",14,24,8,21,22,20,17,2,13,3,13,1,24,7
