"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",21,22,2,4,8,8,12,22,4,7,10,20,16,5,21,11,17,17,18,10,6
"2",17,14,3,13,14,4,18,10,21,21,21,19,17,23,14,21,20,16,6,2,17
"3",8,2,11,23,2,2,14,19,7,2,23,18,12,16,1,13,14,11,1,14,24
"4",24,23,14,24,12,12,24,16,12,24,19,7,8,1,16,16,12,23,16,24,21
"5",20,6,7,2,23,18,22,13,23,12,3,6,21,2,4,12,13,10,4,12,15
"6",11,12,13,1,11,13,1,8,1,1,1,1,11,24,12,14,1,13,24,1,7
"7",14,7,8,7,3,19,6,18,14,20,7,16,20,15,17,6,5,21,15,3,22
"8",9,18,21,17,7,17,5,21,22,11,24,13,2,4,20,19,6,12,5,6,11
"9",3,3,15,16,17,15,17,20,20,16,14,3,15,20,23,10,15,2,17,4,4
"10",15,13,1,20,16,5,10,12,3,15,8,5,4,11,22,8,4,1,2,20,18
"11",5,4,22,5,13,3,13,17,18,18,2,15,5,6,11,2,23,14,20,21,13
"12",13,16,12,8,15,20,7,2,5,17,22,14,19,3,2,15,22,3,13,22,2
"13",4,9,5,22,20,14,11,14,17,5,17,23,22,8,10,18,2,20,11,19,5
"14",7,17,6,19,5,6,21,7,10,19,16,9,18,7,7,4,8,8,22,7,9
"15",18,19,17,6,6,16,16,9,19,9,18,21,7,19,6,9,3,5,19,17,19
"16",12,5,23,10,9,11,20,1,6,8,20,4,23,18,19,1,10,19,8,18,12
"17",10,15,16,18,18,21,23,4,13,6,4,22,9,9,24,5,21,15,10,9,23
"18",2,24,9,9,1,23,15,11,2,13,13,2,6,12,9,23,24,24,9,8,14
"19",6,20,10,14,22,10,4,15,9,10,5,11,24,21,18,22,19,7,21,16,20
"20",16,11,24,12,24,24,19,24,8,22,11,24,1,13,13,17,9,9,23,13,1
"21",1,21,19,11,19,9,3,6,24,23,9,17,13,14,3,7,11,22,3,15,8
"22",23,10,4,15,10,22,2,23,16,3,12,10,10,17,8,3,18,6,7,23,10
"23",19,8,18,21,4,7,9,3,15,14,6,8,3,22,5,20,16,18,14,11,3
"24",22,1,20,3,21,1,8,5,11,4,15,12,14,10,15,24,7,4,12,5,16
